Crash ID,$1000 Damage to Any One Person's Property,Active School Zone Flag,Adjusted Average Daily Traffic Amount,Agency,At Intersection Flag,Average Daily Traffic Amount,Average Daily Traffic Year,Case ID,Construction Zone Flag,Construction Zone Workers Present Flag,Crash Death Count,Crash Incapacitating Injury Count,Crash Non-incapacitating Injury Count,Crash Not Injured Count,Crash Possible Injury Count,Crash Severity,Crash Time,Crash Total Injury Count,Crash Unknown Injury Count,Crash Year,Day of Week,First Harmful Event,Highway System,Intersecting Street Name,Intersection Related,Latitude,Light Condition,Longitude,Manner of Collision,Number of Lanes,Other Factor,Outside Shoulder Width on Divided Highway,Physical Feature 1,Private Drive Flag,Property Damages,Right of Way Usual Width,Road Class,Roadway Alignment,Roadway Part,Roadway Relation,Roadway Type,Speed Limit,Street Name,Street Number,Surface Condition,Traffic Control Type,Weather Condition,Person Helmet
14733516,False,False,105589,Austin Police Department,False,105589,2014,151210351,False,No,0,0,0,0,1,Possible Injury,344,1,1,2015,Sunday,Pedalcyclist,US Highway,,Non Intersection,30.23326111,"Dark, Lighted",-97.79729462,One Motor Vehicle - Going Straight,7,Not Applicable,10,Not Applicable,False,NONE,380,US & State Highways,"Straight, Level",Main/Proper Lane,On Roadway,"4 Or More Lanes, Divided",35,US0290,,Dry,None,Clear,"Worn, Unk Damage"
14582193,True,False,,Austin Police Department,False,,,152220560,False,No,0,0,1,3,0,Non-Incapacitating Injury,956,1,0,2015,Monday,Pedalcyclist,,,Non Intersection,30.26152478,Daylight,-97.75995246,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,30,BARTON SPRINGS RD,1500,Dry,Marked Lanes,Clear,"Worn, Damaged"
14587160,False,False,,Austin Police Department,False,,,152231561,False,No,0,0,1,1,0,Non-Incapacitating Injury,1855,1,0,2015,Tuesday,Pedalcyclist,,,Driveway Access,30.36958586,Daylight,-97.74544021,One Motor Vehicle - Turning Left,,One Vehicle Entering Driveway,,Entrance To Or Exit From Private Property Or Driveway,False,NONE,,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,,-1,STECK AVE,3638,Dry,Marked Lanes,Clear,"Worn, Not Damaged"
14590472,False,False,,Austin Police Department,True,,,152230724,False,No,0,0,0,1,0,Not Injured,1015,0,1,2015,Tuesday,Pedalcyclist,,UNKNOWN,Intersection,30.36765476,Daylight,-97.68098247,One Motor Vehicle - Turning Left,,Not Applicable,,Not Applicable,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,-1,MIDDLE FISKVILLE RD,10399,Dry,Stop Sign,Clear,Unknown If Worn
14593111,False,False,,Austin Police Department,True,,,152231466,False,No,0,0,1,1,0,Non-Incapacitating Injury,1758,1,0,2015,Tuesday,Pedalcyclist,,UNKNOWN,Intersection,30.21295479,Daylight,-97.81497245,One Motor Vehicle - Turning Right,,Attention Diverted From Driving,,Not Applicable,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,-1,DILLIONHILL DR,2800,Dry,Stop Sign,Clear,Not Worn
14607975,True,False,25277,Austin Police Department,True,25277,2014,152230455,False,No,0,1,0,1,0,Incapacitating Injury,825,1,0,2015,Tuesday,Pedalcyclist,State Loop,APPLEGATE DR W,Intersection Related,30.37354517,Daylight,-97.69107745,One Motor Vehicle - Going Straight,4,Attention Diverted From Driving,2,Not Applicable,False,NONE,100,US & State Highways,"Straight, Level",Main/Proper Lane,On Roadway,"4 Or More Lanes, Undivided",45,SL0275,10499,Dry,Stop Sign,Clear,Not Worn
14594740,False,False,68363,Austin Police Department,True,68363,2014,152252769,False,No,0,0,1,1,0,Non-Incapacitating Injury,1722,1,0,2015,Thursday,Pedalcyclist,State Highway,IH0035,Intersection Related,30.21621469,Daylight,-97.74402355,One Motor Vehicle - Turning Right,6,Not Applicable,10,Not Applicable,False,NONE,350,US & State Highways,"Straight, Level",Main/Proper Lane,On Roadway,"4 Or More Lanes, Divided",40,SH0071,,Dry,Signal Light,Clear,Unknown If Worn
14603701,False,False,,Austin Police Department,True,,,152252728,False,No,0,0,1,3,0,Non-Incapacitating Injury,1658,1,0,2015,Thursday,Pedalcyclist,,,Non Intersection,30.24686479,Daylight,-97.89622243,One Motor Vehicle - Going Straight,,Slowing/Stopping-To Make Right Turn,,Not Applicable,False,RESIDENTIAL GARAGE DOOR,,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,,35,COVERED BRIDGE DR,6901,Dry,None,Clear,"Worn, Damaged"
14594774,True,False,,Austin Police Department,True,,,152261621,False,No,0,1,0,0,0,Incapacitating Injury,1923,1,1,2015,Friday,Pedalcyclist,,POQUITO ST,Intersection Related,30.27490478,Daylight,-97.71910247,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,-1,E 13TH ST,2001,Dry,Stop Sign,Clear,Not Worn
14608292,True,False,21351,Austin Police Department,True,21351,2014,152270083,False,No,0,0,1,1,0,Non-Incapacitating Injury,50,1,0,2015,Saturday,Pedalcyclist,State Loop,CONGRESS AVE,Intersection,30.26339563,"Dark, Lighted",-97.74449683,One Motor Vehicle - Going Straight,4,Not Applicable,10,Not Applicable,False,NONE,80,US & State Highways,"Straight, Level",Main/Proper Lane,On Roadway,"4 Or More Lanes, Undivided",30,SL0343,100,Dry,Signal Light,Clear,Not Worn
14601611,False,False,,Austin Police Department,False,,,152311092,False,No,0,0,0,1,1,Possible Injury,1358,1,0,2015,Wednesday,Pedalcyclist,,,Non Intersection,30.29791096,Daylight,-97.74120985,One Motor Vehicle - Turning Right,,Not Applicable,,Not Applicable,False,NONE,,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,,-1,GUADALUPE ST,3101,Dry,Bike Lane,Clear,Unknown If Worn
14606868,True,False,,Austin Police Department,False,,,152350804,False,No,0,0,0,1,1,Possible Injury,1128,1,0,2015,Sunday,Pedalcyclist,,,Non Intersection,30.39914444,Daylight,-97.66948248,One Motor Vehicle - Going Straight,,Attention Diverted From Driving,,Not Applicable,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,-1,TECH RIDGE BLVD,,Dry,Bike Lane,Clear,"Worn, Unk Damage"
14628750,False,False,,Austin Police Department,True,,,152351615,False,No,0,0,1,0,0,Non-Incapacitating Injury,2214,1,1,2015,Sunday,Pedalcyclist,,W SLAUGHTER LN,Intersection Related,30.1671348,"Dark, Lighted",-97.79094246,One Motor Vehicle - Turning Right,,Not Applicable,,Not Applicable,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,30,CULLEN LN,,Dry,Marked Lanes,Clear,Not Worn
14606886,False,False,,Austin Police Department,False,,,152360433,False,No,0,0,1,2,0,Non-Incapacitating Injury,822,1,0,2015,Monday,Pedalcyclist,,MARY ST E,Intersection,30.24514696,Daylight,-97.75132538,One Motor Vehicle - Turning Right,,Attention Diverted From Driving,,Not Applicable,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,35,CONGRESS AVE S,1902,Dry,Marked Lanes,Clear,Not Worn
14606934,False,False,,Austin Police Department,True,,,152360598,False,No,0,0,0,1,1,Possible Injury,918,1,0,2015,Monday,Pedalcyclist,,PARKER LN,Intersection Related,30.21961479,Daylight,-97.74393247,One Motor Vehicle - Turning Right,,Attention Diverted From Driving,,Not Applicable,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,35,WOODWARD ST,1900,Dry,Signal Light,Clear,Not Worn
14610533,False,False,,Austin Police Department,False,,,152361020,False,No,0,0,1,1,0,Non-Incapacitating Injury,835,1,0,2015,Monday,Pedalcyclist,,,Driveway Access,30.2623834,Daylight,-97.76197666,One Motor Vehicle - Turning Right,,One Vehicle Entering Driveway,,Entrance To Or Exit From Private Property Or Driveway,False,GREEN GIANT BICYCLE,,City Street,"Straight, Level",Main/Proper Lane,Off Roadway,,-1,BARTON SPRINGS RD,1600,Dry,Bike Lane,Clear,"Worn, Unk Damage"
14618022,False,False,,Austin Police Department,True,,,152361353,False,No,0,0,0,1,1,Possible Injury,1638,1,0,2015,Monday,Pedalcyclist,,E 4TH ST,Intersection,30.26257478,Daylight,-97.73133247,One Motor Vehicle - Going Straight,,Attention Diverted From Driving,,Not Applicable,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,35,WALLER ST,401,Dry,Stop Sign,Clear,Not Worn
14633184,True,False,29839,Austin Police Department,True,29839,2014,152360003,False,No,0,0,0,1,0,Not Injured,1,0,1,2015,Monday,Pedalcyclist,State Loop,W RUNDBERG LN,Intersection Related,30.3630463,"Dark, Lighted",-97.69702522,One Motor Vehicle - Going Straight,4,Not Applicable,0,Not Applicable,False,NONE,125,US & State Highways,"Straight, Level",Main/Proper Lane,On Roadway,"4 Or More Lanes, Undivided",40,SL0275,,Dry,Signal Light,Clear,Unknown If Worn
14608880,False,False,,Austin Police Department,False,,,152371448,False,No,0,0,1,0,0,Non-Incapacitating Injury,1811,1,1,2015,Tuesday,Pedalcyclist,,,Non Intersection,30.34326951,Daylight,-97.68941208,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,25,FURNESS DR,8350,Dry,Marked Lanes,Cloudy,Unknown If Worn
14610632,False,False,,Austin Police Department,False,,,152381726,False,No,0,0,0,1,1,Possible Injury,2036,1,0,2015,Wednesday,Pedalcyclist,,,Driveway Access,30.25935522,"Dark, Lighted",-97.71596069,One Motor Vehicle - Backing,,One Vehicle Entering Driveway,,Entrance To Or Exit From Private Property Or Driveway,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,30,E 6TH ST,2401,Dry,None,Clear,Unknown If Worn
14735722,False,False,,Austin Police Department,True,,,152401258,False,No,0,0,1,0,0,Non-Incapacitating Injury,1705,1,1,2015,Friday,Pedalcyclist,,W WILLIAM CANNON DR,Intersection Related,30.20283479,Daylight,-97.80688245,One Motor Vehicle - Turning Right,,Not Applicable,,Not Applicable,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,35,MANCHACA RD,,Dry,Crosswalk,Clear,Unknown If Worn
14620080,False,False,,Austin Police Department,False,,,152440699,False,No,0,0,1,0,0,Non-Incapacitating Injury,2200,1,1,2015,Saturday,Pedalcyclist,,CONVICT HILL RD,Intersection Related,30.23075881,"Dark, Lighted",-97.87932821,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,50,W US 290,,Dry,Signal Light,Clear,"Worn, Damaged"
14620419,False,False,,Austin Police Department,False,,,152451368,False,No,0,0,1,2,0,Non-Incapacitating Injury,1731,1,0,2015,Wednesday,Pedalcyclist,,,Non Intersection,,Daylight,,One Motor Vehicle - Going Straight,,Attention Diverted From Driving,,In A Parking Lot,True,NONE,,Non Trafficway,"Straight, Level",Other (Explain In Narrative),Not Applicable,,10,E RIVERSIDE DR,,Dry,Marked Lanes,Clear,Not Worn
14620439,False,False,,Austin Police Department,False,,,152451435,False,No,0,0,1,1,0,Non-Incapacitating Injury,1803,1,0,2015,Wednesday,Pedalcyclist,,,Non Intersection,,Daylight,,One Motor Vehicle - Backing,,Not Applicable,,In A Parking Lot,True,NONE,,Non Trafficway,"Straight, Level",Main/Proper Lane,Not Applicable,,30,GUADALUPE ST,,Dry,None,Clear,"Worn, Not Damaged"
14633387,False,False,,Austin Police Department,True,,,152501195,False,No,0,0,0,0,1,Possible Injury,1500,1,1,2015,Thursday,Pedalcyclist,,W 51ST ST,Intersection Related,30.31764477,Daylight,-97.72846246,One Motor Vehicle - Going Straight,,Attention Diverted From Driving,,Not Applicable,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,35,GUADALUPE ST,5099,Dry,Signal Light,Clear,Unknown If Worn
14675711,False,False,,Austin Police Department,True,,,15-2461277,False,No,0,0,1,1,0,Non-Incapacitating Injury,1707,1,0,2015,Thursday,Pedalcyclist,,W 30TH ST,Intersection Related,30.29649477,Daylight,-97.74211246,One Motor Vehicle - Going Straight,,Attention Diverted From Driving,,Not Applicable,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,-1,GUADALUPE ST,2933,Dry,Signal Light,Clear,Unknown If Worn
14633788,False,False,,Austin Police Department,True,,,152511582,False,No,0,0,1,1,0,Non-Incapacitating Injury,1858,1,0,2015,Tuesday,Pedalcyclist,,UNKNOWN,Intersection Related,30.18567486,Daylight,-97.80436082,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,NONE,,City Street,"Straight, Hillcrest",Main/Proper Lane,On Roadway,,30,W DITTMAR RD,1273,Dry,Center Stripe/Divider,Clear,Not Worn
14634281,False,False,,Austin Police Department,True,,,152531794,False,No,0,0,1,1,0,Non-Incapacitating Injury,2145,1,0,2015,Thursday,Pedalcyclist,,E RIVERSIDE DR,Intersection Related,30.22944479,"Dark, Lighted",-97.71265247,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,30,FARO DR,2001,Wet,Signal Light,Cloudy,Not Worn
14650768,False,False,,Austin Police Department,False,,,152531652,False,No,0,0,1,0,0,Non-Incapacitating Injury,2024,1,1,2015,Thursday,Pedalcyclist,,,Driveway Access,30.2186437,"Dark, Lighted",-97.76659778,One Motor Vehicle - Turning Right,,One Vehicle Entering Driveway,,Entrance To Or Exit From Private Property Or Driveway,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,Off Roadway,,-1,S CONGRESS AVE,4328,Wet,Marked Lanes,Cloudy,Not Worn
14640826,True,False,,Austin Police Department,True,,,152570418,False,No,0,0,1,4,0,Non-Incapacitating Injury,815,1,0,2015,Monday,Pedalcyclist,,UNKNOWN,Intersection,30.28724477,Daylight,-97.72671247,One Motor Vehicle - Turning Right,,Not Applicable,,Not Applicable,False,NONE,,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,,35,E 26TH ST,928,Dry,Signal Light,Clear,Not Worn
14653110,True,False,,Austin Police Department,True,,,152590824,False,No,0,0,0,0,1,Possible Injury,1204,1,1,2015,Wednesday,Pedalcyclist,,W 4TH ST,Intersection,30.26716478,Daylight,-97.74698246,One Motor Vehicle - Turning Right,,Not Applicable,,Not Applicable,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,30,GUADALUPE ST,401,Dry,Bike Lane,Cloudy,Not Worn
14647651,False,False,,Austin Police Department,True,,,152601662,False,No,0,1,0,0,0,Incapacitating Injury,1957,1,1,2015,Thursday,Pedalcyclist,,CHICON ST,Intersection Related,30.25891478,"Dark, Lighted",-97.72377247,One Motor Vehicle - Turning Right,,Not Applicable,,Not Applicable,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,30,E 3RD ST,1900,Dry,Stop Sign,Clear,"Worn, Damaged"
14655582,False,False,33647,Austin Police Department,False,33647,2014,152601894,False,No,0,1,0,1,0,Incapacitating Injury,2209,1,0,2015,Thursday,Pedalcyclist,State Loop,,Non Intersection,30.24874884,"Dark, Lighted",-97.76894446,One Motor Vehicle - Going Straight,4,Not Applicable,0,Not Applicable,False,NONE,80,US & State Highways,"Straight, Level",Main/Proper Lane,On Roadway,"4 Or More Lanes, Undivided",35,SL0343,,Dry,None,Clear,Not Worn
14667785,False,False,,Austin Police Department,False,,,152601520,False,No,0,0,2,0,0,Non-Incapacitating Injury,1820,2,0,2015,Thursday,Pedalcyclist,,,Driveway Access,30.27777264,Daylight,-97.68553536,One Motor Vehicle - Turning Right,,One Vehicle Entering Driveway,,Entrance To Or Exit From Private Property Or Driveway,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,35,WEBBERVILLE RD,1166,Dry,None,Clear,Unknown If Worn
14735773,False,False,,Austin Police Department,True,,,152601632,False,No,0,0,0,1,1,Possible Injury,1937,1,0,2015,Thursday,Pedalcyclist,,BOWIE ST,Intersection,30.27097478,Dusk,-97.75250246,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,35,W 6TH ST,844,Dry,Signal Light,Clear,"Worn, Not Damaged"
14650958,False,False,,Austin Police Department,True,,,152611819,False,No,0,0,0,2,1,Possible Injury,2115,1,0,2015,Friday,Pedalcyclist,,FRUTH ST,Intersection,30.29420477,"Dark, Lighted",-97.74228246,One Motor Vehicle - Turning Left,,Attention Diverted From Driving,,Not Applicable,False,NONE,,City Street,"Curve, Level",Main/Proper Lane,On Roadway,,35,GUADALUPE ST,,Dry,Stop Sign,Clear,"Worn, Damaged"
14651064,True,False,142526,Austin Police Department,False,142526,2014,152621159,False,No,0,0,1,1,0,Non-Incapacitating Injury,1507,1,0,2015,Saturday,Pedalcyclist,Interstate,,Driveway Access,30.18811688,Daylight,-97.77224121,One Motor Vehicle - Going Straight,6,One Vehicle Leaving Driveway,10,Entrance To Or Exit From Private Property Or Driveway,False,NONE,300,Interstate,"Straight, Level",Service/Frontage Road,On Roadway,"4 Or More Lanes, Divided",50,IH0035,,Dry,None,Clear,Not Worn
14667836,True,False,33647,Austin Police Department,True,33647,2014,152681496,False,No,0,0,0,1,1,Possible Injury,1727,1,0,2015,Friday,Pedalcyclist,State Loop,COLLIER ST,Intersection,30.25122842,Daylight,-97.76515671,One Motor Vehicle - Going Straight,4,Not Applicable,0,Not Applicable,False,NONE,80,US & State Highways,"Straight, Level",Main/Proper Lane,On Roadway,"4 Or More Lanes, Undivided",-1,SL0343,1607,Wet,Stop Sign,Cloudy,"Worn, Damaged"
14665702,False,False,,Austin Police Department,True,,,152710546,False,No,0,0,1,1,0,Non-Incapacitating Injury,948,1,0,2015,Monday,Pedalcyclist,,W 22ND ST,Intersection Related,30.28497478,Daylight,-97.74181246,One Motor Vehicle - Turning Right,,Not Applicable,,Not Applicable,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,30,GUADALUPE ST,2199,Dry,Bike Lane,Clear,Not Worn
14679922,True,False,124466,Austin Police Department,True,124466,2014,152721859,False,No,0,0,1,1,0,Non-Incapacitating Injury,2149,1,0,2015,Tuesday,Pedalcyclist,Interstate,E RUNDBERG LN,Intersection,30.35806933,"Dark, Not Lighted",-97.68814856,One Motor Vehicle - Going Straight,6,Not Applicable,10,Not Applicable,False,NONE,300,Interstate,"Straight, Level",Main/Proper Lane,On Roadway,"4 Or More Lanes, Divided",30,IH0035,,Dry,Flashing Red Light,Clear,Not Worn
14684060,True,False,,Austin Police Department,True,,,152731496,False,No,0,0,0,4,2,Possible Injury,1829,2,0,2015,Wednesday,Pedalcyclist,,SPRINGDALE RD,Intersection,30.26742478,Daylight,-97.69435248,One Motor Vehicle - Turning Left,,Not Applicable,,Not Applicable,False,"BICYCLE, BICYCLE",,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,-1,GOODWIN AVE,3798,Dry,Stop Sign,Clear,Not Worn
14684060,True,False,,Austin Police Department,True,,,152731496,False,No,0,0,0,4,2,Possible Injury,1829,2,0,2015,Wednesday,Pedalcyclist,,SPRINGDALE RD,Intersection,30.26742478,Daylight,-97.69435248,One Motor Vehicle - Turning Left,,Not Applicable,,Not Applicable,False,"BICYCLE, BICYCLE",,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,-1,GOODWIN AVE,3798,Dry,Stop Sign,Clear,Not Worn
14675786,True,False,,Austin Police Department,True,,,152751770,False,No,0,0,1,1,0,Non-Incapacitating Injury,1951,1,1,2015,Friday,Pedalcyclist,,W 14TH ST,Intersection Related,30.27664478,"Dark, Lighted",-97.74228246,One Motor Vehicle - Going Straight,,Attention Diverted From Driving,,Not Applicable,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,-1,LAVACA ST,1399,Dry,Marked Lanes,Clear,Not Worn
14675786,True,False,,Austin Police Department,True,,,152751770,False,No,0,0,1,1,0,Non-Incapacitating Injury,1951,1,1,2015,Friday,Pedalcyclist,,W 14TH ST,Intersection Related,30.27664478,"Dark, Lighted",-97.74228246,One Motor Vehicle - Going Straight,,Attention Diverted From Driving,,Not Applicable,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,-1,LAVACA ST,1399,Dry,Marked Lanes,Clear,Not Worn
14679925,False,False,,Austin Police Department,True,,,152751237,False,No,0,0,1,1,0,Non-Incapacitating Injury,1506,1,0,2015,Friday,Pedalcyclist,,RED RIVER ST,Intersection,30.26928478,Daylight,-97.73614246,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,NONE,,City Street,"Straight, Hillcrest",Main/Proper Lane,On Roadway,,30,E 9TH ST,598,Dry,Stop Sign,Clear,Not Worn
14719547,False,False,118604,Austin Police Department,True,118604,2014,152752207,False,No,0,0,0,4,0,Not Injured,2304,0,0,2015,Friday,Pedalcyclist,State Loop,RM2244,Intersection,30.26073929,"Dark, Lighted",-97.79349199,One Motor Vehicle - Going Straight,6,Not Applicable,10,Not Applicable,False,BICYCLE,610,US & State Highways,"Straight, Level",Main/Proper Lane,On Roadway,"4 Or More Lanes, Divided",35,SL0001,,Dry,Stop Sign,Clear,Not Worn
14675851,True,False,,Austin Police Department,True,,,152760694,False,No,0,0,0,1,1,Possible Injury,1000,1,0,2015,Saturday,Pedalcyclist,,UNKNOWN,Intersection,30.29552477,Daylight,-97.73181246,One Motor Vehicle - Turning Left,,Not Applicable,,Not Applicable,False,NONE,,City Street,"Straight, Level",Other (Explain In Narrative),On Roadway,,35,DUVAL ST,3301,Dry,Marked Lanes,Clear,"Worn, Not Damaged"
14677730,False,False,,Austin Police Department,False,,,152760944,False,No,0,0,0,2,0,Not Injured,1304,0,0,2015,Saturday,Pedalcyclist,,UNKNOWN,Intersection Related,30.2176571,Daylight,-97.74388936,One Motor Vehicle - Other,,"Slowing/Stopping - For Officer, Flagman, Or Traffic Control",,Not Applicable,False,NONE,,City Street,Unknown,Main/Proper Lane,On Roadway,,-1,WOODWARD ST,2000,Dry,None,Clear,Unknown If Worn
14679930,False,False,,Austin Police Department,True,,,152761106,False,No,0,0,1,1,0,Non-Incapacitating Injury,1447,1,0,2015,Saturday,Pedalcyclist,,STERZING ST,Intersection Related,30.26370478,Daylight,-97.76371246,One Motor Vehicle - Turning Left,,Attention Diverted From Driving,,One Or More Traffic Lanes Closed,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,30,BARTON SPRINGS RD,,Dry,None,Clear,Not Worn
14688160,True,False,,Austin Police Department,True,,,152781584,False,No,0,0,1,0,0,Non-Incapacitating Injury,1939,1,1,2015,Monday,Pedalcyclist,,BLUE STEM TRL,Intersection,30.24801479,Dusk,-97.88301243,One Motor Vehicle - Going Straight,,Attention Diverted From Driving,,Not Applicable,False,NONE,,City Street,"Straight, Hillcrest",Main/Proper Lane,On Roadway,,-1,KIDNEYWOOD TRL,6199,Dry,None,Clear,Not Worn
14693261,True,False,,"Department Of Public Safety, State Of Texas",False,,,,False,No,0,0,1,1,0,Non-Incapacitating Injury,1415,1,0,2015,Tuesday,Pedalcyclist,,,Non Intersection,,Daylight,,One Motor Vehicle - Going Straight,,One Vehicle Leaving Driveway,,In A Parking Lot,True,PATROL BICYCLE - $258 DAMAGE,,Non Trafficway,"Straight, Level",Other (Explain In Narrative),Not Applicable,,5,E 16TH ST,,Dry,Other (Explain In Narrative),Clear,"Worn, Not Damaged"
14679970,False,False,,Austin Police Department,True,,,152800237,False,No,0,0,1,1,0,Non-Incapacitating Injury,656,1,0,2015,Wednesday,Pedalcyclist,,E 11TH ST,Intersection Related,30.27114478,"Dark, Not Lighted",-97.73545246,One Motor Vehicle - Turning Right,,Not Applicable,,Not Applicable,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,30,RED RIVER ST,,Dry,Signal Light,Clear,"Worn, Damaged"
14684291,False,False,,Austin Police Department,False,,,152801111,False,No,0,0,0,1,0,Not Injured,1651,0,1,2015,Wednesday,Pedalcyclist,,,Non Intersection,30.35812348,Daylight,-97.68784991,One Motor Vehicle - Going Straight,,Attention Diverted From Driving,,Not Applicable,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,35,E RUNDBERG LN,,Dry,Marked Lanes,Clear,Unknown If Worn
14688975,True,False,,Austin Police Department,False,,,152821310,False,No,0,0,1,2,0,Non-Incapacitating Injury,1717,1,0,2015,Friday,Pedalcyclist,,,Driveway Access,30.22707413,Daylight,-97.76170279,One Motor Vehicle - Turning Left,,One Vehicle Entering Driveway,,Entrance To Or Exit From Private Property Or Driveway,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,-1,S CONGRESS AVE,3638,Dry,Other (Explain In Narrative),Clear,"Worn, Damaged"
14714881,False,False,,Austin Police Department,True,,,152821320,False,No,0,0,1,0,0,Non-Incapacitating Injury,1711,1,1,2015,Friday,Pedalcyclist,,W 11TH ST,Intersection,30.27367478,Daylight,-97.74456246,One Motor Vehicle - Turning Right,,Not Applicable,,Not Applicable,False,NONE,,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,,30,GUADALUPE ST,1101,Dry,Bike Lane,Clear,Unknown If Worn
14697546,True,False,,Austin Police Department,True,,,152861646,False,No,0,0,1,1,0,Non-Incapacitating Injury,1932,1,0,2015,Tuesday,Pedalcyclist,,UNKNOWN,Intersection,30.3539655,"Dark, Not Lighted",-97.76001801,One Motor Vehicle - Turning Left,,Not Applicable,,Not Applicable,False,NONE,,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,,30,N HILLS DR,3800,Dry,Center Stripe/Divider,Clear,"Worn, Damaged"
14695961,False,False,,Austin Police Department,True,,,152880501,False,No,0,0,1,1,0,Non-Incapacitating Injury,935,1,0,2015,Thursday,Pedalcyclist,,,Driveway Access,30.25584921,Daylight,-97.74736164,One Motor Vehicle - Turning Left,,One Vehicle Entering Driveway,,Entrance To Or Exit From Private Property Or Driveway,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,-1,S CONGRESS AVE,600,Dry,Center Stripe/Divider,Clear,Not Worn
14697651,False,False,,Austin Police Department,False,,,152881102,False,No,0,0,1,1,0,Non-Incapacitating Injury,1454,1,0,2015,Thursday,Pedalcyclist,,,Non Intersection,,Daylight,,One Motor Vehicle - Going Straight,,Not Applicable,,Private Drive Or Road,True,NONE,,Non Trafficway,"Straight, Level",Main/Proper Lane,Not Applicable,,-1,BRACKENRIDGE PRIVATE DRIVE,,Dry,Center Stripe/Divider,Clear,"Worn, Not Damaged"
14706345,False,False,,Austin Police Department,True,,,152891139,False,No,0,0,1,1,0,Non-Incapacitating Injury,1519,1,0,2015,Friday,Pedalcyclist,,W 38TH ST,Intersection Related,30.30274477,Daylight,-97.73815246,One Motor Vehicle - Turning Left,,Not Applicable,,Not Applicable,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,-1,GUADALUPE ST,3801,Dry,Signal Light,Clear,Not Worn
14701697,True,False,,Austin Police Department,False,,,152901526,False,No,0,0,1,1,0,Non-Incapacitating Injury,1930,1,0,2015,Saturday,Pedalcyclist,,,Non Intersection,30.23483483,"Dark, Lighted",-97.72209744,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,35,S PLEASANT VALLEY RD,,Dry,Signal Light,Clear,Not Worn
